id	rate
08073	17.7
08075	18.0
08077	12.2
08079	11.2
08081	11.9
08083	16.4
08085	16.6
08087	15.3
08089	23.9
08091	9.8
08093	9.9
08095	12.4
08097	7.5
08099	21.0
08101	19.0
08103	10.1
08105	18.5
08107	8.7
08109	29.7
08111	18.0
08113	11.1
08115	13.8
08117	10.5
08119	9.3
08121	12.6
08123	14.4
08125	13.6
09000	10.8
09001	9.4
09003	12.4
09005	7.8
09007	6.7
09009	12.9
09011	9.0
09013	8.0
09015	10.6
10000	12.6
10001	14.9
10003	12.0
10005	12.4
11000	19.1
11001	19.1
12000	17.0
12001	23.5
12003	18.6
12005	14.4
12007	23.1
12009	14.2
12011	14.9
12013	25.9
12015	13.2
12017	17.3
12019	10.9
12021	16.2
12023	21.7
12027	31.0
12029	25.2
12031	17.7
12033	18.5
12035	14.7
12037	22.3
12039	25.2
12041	19.5
12043	22.2
12045	23.2
12047	31.9
12049	31.8
12051	29.6
12053	16.6
12055	18.8
12057	17.6
12059	26.1
12061	13.9
12063	20.5
12065	18.7
12067	23.8
12069	13.9
12071	15.3
12073	22.7
12075	22.0
12077	23.5
12079	25.9
12081	15.9
12083	17.6
12085	12.7
12086	20.9
12087	13.8
12089	11.4
12091	13.7
12093	26.1
12095	18.5
12097	16.0
12099	15.8
12101	15.7
12103	15.0
12105	19.2
12107	27.9
12109	9.4
12111	20.3
12113	11.3
12115	11.7
12117	11.5
12119	14.5
12121	24.7
12123	22.7
12125	25.3
12127	17.4
12129	14.6
12131	14.3
12133	24.3
13000	19.2
13001	21.1
13003	31.4
13005	24.5
13007	28.4
13009	29.2
13011	19.0
13013	15.6
13015	19.1
13017	29.4
13019	24.0
13021	25.4
13023	21.7
13025	22.3
13027	29.8
13029	12.2
13031	31.0
13033	31.0
13035	20.2
13037	40.5
13039	14.7
13043	27.3
13045	19.5
13047	14.4
13049	32.6
13051	22.5
13053	20.2
13055	22.5
13057	9.6
13059	39.2
13061	36.3
13063	25.2
13065	26.8
13067	13.2
13069	27.9
13071	28.9
13073	8.2
13075	27.8
13077	13.9
13079	19.5
13081	32.5
13083	17.5
13085	12.2
13087	31.9
13089	19.8
13091	27.4
13093	32.4
13095	31.0
13097	16.2
13099	28.2
13101	26.0
13103	12.3
13105	23.3
13107	28.8
13109	28.4
13111	21.5
13113	8.7
13115	20.6
13117	8.0
13119	22.5
13121	20.0
13123	26.3
13125	18.8
13127	19.6
13129	18.6
13131	28.4
13133	25.0
13135	15.7
13137	18.8
13139	17.8
13141	34.4
13143	20.4
13145	10.6
13147	21.3
13149	28.0
13151	13.0
13153	14.3
13155	24.6
13157	15.6
13159	20.4
13161	25.0
13163	30.7
13165	35.8
13167	31.4
13169	16.2
13171	19.6
13173	24.8
13175	24.9
13177	12.7
13179	16.8
13181	24.1
13183	24.7
13185	27.1
13187	18.0
13189	23.1
13191	21.7
13193	28.5
13195	20.0
13197	24.1
13199	21.6
13201	25.2
13205	30.6
13207	14.7
13209	25.7
13211	16.5
13213	24.8
13215	19.8
13217	18.5
13219	8.8
13221	17.4
13223	11.8
13225	25.8
13227	14.6
13229	21.2
13231	14.0
13233	23.9
13235	22.8
13237	18.7
13239	27.5
13241	20.5
13243	30.8
13245	25.2
13247	15.5
13249	19.7
13251	27.1
13253	28.6
13255	23.4
13257	22.7
13259	39.1
13261	28.9
13263	24.3
13265	29.8
13267	35.3
13269	26.9
13271	36.4
13273	36.3
13275	26.3
13277	26.4
13279	26.1
13281	19.4
13283	28.0
13285	22.4
13287	28.2
13289	23.1
13291	18.4
13293	22.0
13295	18.6
13297	15.3
13299	27.2
13301	27.0
13303	26.1
13305	23.9
13307	23.1
13309	42.2
13311	15.8
13313	17.8
13315	32.8
13317	23.3
13319	18.3
13321	26.7
15000	12.1
15001	20.4
15003	10.3
15007	12.9
15009	12.8
16000	16.5
16001	13.4
16003	17.1
16005	18.7
16007	14.0
16009	16.3
16011	15.5
16013	10.4
16015	15.7
16017	17.2
16019	13.9
16021	18.5
16023	16.2
16025	12.4
16027	20.1
16029	12.2
16031	16.7
16033	18.1
16035	17.0
16037	13.8
16039	12.9
16041	11.1
16043	16.8
16045	17.7
16047	18.5
16049	16.9
16051	14.3
16053	18.0
16055	16.1
16057	18.7
16059	18.9
16061	20.2
16063	16.1
16065	38.5
16067	17.4
16069	12.9
16071	14.7
16073	25.1
16075	19.2
16077	17.2
16079	19.7
16081	12.5
16083	17.7
16085	12.0
16087	18.8
17000	14.9
17001	15.9
17003	31.3
17005	14.3
17007	10.3
17009	15.3
17011	10.7
17013	12.5
17015	15.0
17017	14.8
17019	23.4
17021	13.4
17023	12.4
17025	14.9
17027	9.1
17029	21.8
17031	17.8
17033	15.1
17035	12.4
17037	15.9
17039	11.6
17041	10.0
17043	7.8
17045	14.4
17047	12.0
17049	10.7
17051	18.7
17053	11.1
17055	18.6
17057	13.1
17059	18.3
17061	14.9
17063	7.1
17065	15.5
17067	12.1
17069	20.4
17071	12.0
17073	10.2
17075	13.3
17077	33.7
17079	10.7
17081	17.6
17083	9.9
17085	9.7
17087	15.4
17089	12.6
17091	16.4
17093	5.1
17095	20.2
17097	11.1
17099	11.7
17101	14.4
17103	11.3
17105	12.0
17107	13.6
17109	20.3
17111	8.0
17113	15.1
17115	14.8
17117	12.5
17119	14.0
17121	17.1
17123	10.7
17125	13.8
17127	18.8
17129	9.2
17131	9.3
17133	5.2
17135	14.5
17137	14.3
17139	11.4
17141	10.4
17143	18.3
17145	18.5
17147	7.3
17149	16.1
17151	19.5
17153	22.4
17155	8.3
17157	17.0
17159	14.7
17161	14.1
17163	19.1
17165	20.8
17167	16.0
17169	12.3
17171	11.3
17173	10.8
17175	10.4
17177	14.5
17179	11.3
17181	19.8
17183	19.8
17185	13.5
17187	14.2
17189	9.5
17191	12.6
17193	16.8
17195	13.2
17197	8.4
17199	16.0
17201	19.1
17203	7.0
18000	15.8
18001	15.0
18003	17.2
18005	12.7
18007	13.0
18009	16.1
18011	8.1
18013	13.0
18015	11.6
18017	14.7
18019	13.0
18021	13.7
18023	16.2
18025	19.5
18027	15.0
18029	8.9
18031	14.5
18033	13.1
18035	23.0
18037	8.3
18039	18.3
18041	21.5
18043	12.8
18045	11.4
18047	11.3
18049	14.6
18051	11.5
18053	17.4
18055	14.3
18057	4.6
18059	7.5
18061	12.6
18063	5.6
18065	18.4
18067	17.3
18069	11.7
18071	14.1
18073	10.6
18075	15.9
18077	14.3
18079	14.5
18081	9.3
18083	19.7
18085	11.3
18087	12.9
18089	19.3
18091	17.3
18093	15.4
18095	18.9
18097	21.3
18099	13.3
18101	14.0
18103	14.7
18105	24.7
18107	14.8
18109	11.1
18111	15.0
18113	13.1
18115	11.1
18117	17.1
18119	15.3
18121	17.8
18123	13.5
18125	11.7
18127	10.8
18129	12.4
18131	13.3
18133	13.8
18135	17.0
18137	11.7
18139	14.0
18141	19.5
18143	21.3
18145	12.7
18147	10.7
18149	16.9
18151	13.0
18153	18.0
18155	17.6
18157	21.4
18159	9.6
18161	14.6
18163	15.5
18165	13.1
18167	19.2
18169	16.0
18171	9.7
18173	8.7
18175	15.2
18177	21.1
18179	10.2
18181	11.9
18183	9.3
19000	12.7
19001	11.2
19003	13.4
19005	15.1
19007	16.3
19009	9.8
19011	9.0
19013	16.4
19015	9.9
19017	7.6
19019	10.8
19021	10.9
19023	9.8
19025	12.1
19027	9.5
19029	13.4
19031	8.1
19033	13.5
19035	10.2
19037	9.9
19039	12.9
19041	10.7
19043	12.9
19045	13.6
19047	13.3
19049	6.3
19051	16.8
19053	21.4
19055	10.5
19057	15.4
19059	7.9
19061	10.2
19063	11.8
19065	12.3
19067	12.1
19069	12.2
19071	11.8
19073	14.4
19075	6.4
19077	10.4
19079	10.4
19081	8.4
19083	12.0
19085	10.2
19087	13.8
19089	12.3
19091	9.7
19093	12.0
19095	7.3
19097	11.2
19099	10.8
19101	17.4
19103	17.5
19105	10.4
19107	12.1
19109	10.7
19111	15.5
19113	10.6
19115	12.3
19117	17.5
19119	9.0
19121	8.7
19123	13.6
19125	10.0
19127	13.4
19129	9.8
19131	10.3
19133	11.8
19135	11.8
19137	14.4
19139	13.4
19141	8.8
19143	9.7
19145	15.9
19147	11.4
19149	7.4
19151	12.5
19153	12.5
19155	14.5
19157	11.5
19159	14.0
19161	9.5
19163	13.8
19165	9.5
19167	9.0
19169	21.3
19171	10.9
19173	13.4
19175	14.5
19177	16.3
19179	18.9
19181	6.5
19183	11.4
19185	17.2
19187	15.4
19189	10.5
19191	10.7
19193	16.7
19195	11.0
19197	11.8
20000	13.8
20001	18.7
20003	14.5
20005	17.1
20007	10.7
20009	15.7
20011	20.4
20013	16.6
20015	10.8
20017	13.8
20019	19.3
20021	17.6
20023	12.3
20025	12.4
20027	12.2
20029	13.7
20031	10.5
20033	10.6
20035	18.4
20037	22.3
20039	13.5
20041	11.1
20043	14.0
20045	16.6
20047	12.2
20049	17.5
20051	17.2
20053	11.3
20055	16.9
20057	13.8
20059	14.1
20061	15.8
20063	11.2
20065	12.0
20067	11.8
20069	9.3
20071	10.2
20073	16.5
20075	13.5
20077	15.5
20079	13.4
20081	10.7
20083	10.3
20085	11.1
20087	9.1
20089	13.2
20091	6.7
20093	12.0
20095	11.8
20097	14.6
20099	20.6
20101	9.2
20103	11.4
20105	13.1
20107	14.7
20109	10.7
20111	20.3
20113	9.9
20115	12.8
20117	11.8
20119	9.6
20121	9.3
20123	11.6
20125	17.6
20127	11.1
20129	12.7
20131	10.2
20133	17.4
20135	11.3
20137	14.4
20139	11.7
20141	13.7
20143	10.5
20145	14.8
20147	12.6
20149	9.1
20151	12.6
20153	12.2
20155	12.8
20157	12.9
20159	14.5
20161	20.6
20163	12.7
20165	13.2
20167	14.6
20169	14.4
20171	8.7
20173	15.2
20175	15.4
20177	14.6
20179	12.6
20181	15.8
20183	14.2
20185	13.2
20187	12.6
20189	10.9
20191	13.5
20193	11.1
20195	10.7
20197	7.9
20199	12.0
20201	12.0
20203	13.2
20205	17.0
20207	17.3
20209	26.0
21000	19.1
21001	23.1
21003	20.5
21005	10.8
21007	16.5
21009	21.7
21011	25.6
21013	41.6
21015	8.7
21017	18.2
21019	20.5
21021	17.6
21023	14.8
21025	35.7
21027	19.3
21029	10.8
21031	20.5
21033	19.1
21035	17.2
21037	13.1
21039	16.7
21041	21.2
21043	20.7
21045	27.6
21047	23.7
21049	17.4
21051	42.4
21053	27.2
21055	20.6
21057	27.4
21059	16.0
21061	19.1
21063	31.4
21065	28.6
21067	17.7
21069	21.3
21071	27.2
21073	15.2
21075	28.9
21077	18.0
21079	21.9
21081	15.7
21083	19.7
21085	26.0
21087	24.6
21089	17.4
21091	12.9
21093	14.6
21095	31.5
21097	19.0
21099	26.3
21101	16.7
21103	18.7
21105	18.6
21107	19.7
21109	31.2
21111	17.3
21113	17.2
21115	25.2
21117	16.0
21119	30.5
21121	34.0
21123	18.3
21125	22.7
21127	26.3
21129	35.7
21131	24.5
21133	24.3
21135	34.2
21137	25.6
21139	15.5
21141	20.1
21143	17.0
21145	17.2
21147	36.6
21149	19.5
21151	20.8
21153	30.6
21155	21.7
21157	13.3
21159	38.6
21161	19.2
21163	15.4
21165	30.0
21167	16.2
21169	24.9
21171	25.2
21173	21.3
21175	31.9
21177	21.1
21179	15.5
21181	18.9
21183	22.6
21185	6.4
21187	17.9
21189	39.0
21191	16.2
21193	25.0
21195	22.5
21197	29.3
21199	24.4
21201	23.1
21203	28.0
21205	26.4
21207	21.9
21209	12.2
21211	12.7
21213	16.4
21215	8.4
21217	18.8
21219	22.0
21221	16.4
21223	15.1
21225	21.4
21227	18.9
21229	17.1
21231	31.7
21233	17.6
21235	24.8
21237	35.2
21239	11.0
22000	20.5
22001	22.4
22003	23.2
22005	11.5
22007	18.4
22009	25.5
22011	16.9
22013	26.4
22015	14.1
22017	21.6
22019	18.9
22021	19.9
22023	13.0
22025	27.3
22027	28.7
22029	27.6
22031	19.0
22033	20.2
22035	44.0
22037	20.7
22039	26.4
22041	27.8
22043	20.9
22045	21.4
22047	23.0
22049	21.0
22051	18.1
22053	21.6
22055	17.5
22057	17.1
22059	18.7
22061	29.5
22063	13.2
22065	41.4
22067	28.7
22069	28.9
22071	28.7
22073	26.2
22075	13.0
22077	21.9
22079	23.4
22081	26.8
22083	24.2
22085	19.1
22087	19.6
22089	12.7
22091	25.0
22093	20.7
22095	17.1
22097	25.7
22099	21.0
22101	20.9
22103	11.8
22105	22.9
22107	33.5
22109	19.3
22111	24.2
22113	19.2
22115	14.9
22117	31.3
22119	22.6
22121	15.6
22123	24.1
22125	22.6
22127	25.7
23000	14.2
23001	16.1
23003	18.3
23005	12.1
23007	17.4
23009	13.8
23011	12.8
23013	13.0
23015	12.1
23017	16.5
23019	17.2
23021	19.5
23023	11.7
23025	18.6
23027	16.0
23029	21.7
23031	10.2
24000	10.2
24001	19.1
24003	6.5
24005	9.6
24009	6.1
24011	13.1
24013	5.5
24015	9.7
24017	7.7
24019	17.5
24021	6.6
24023	12.0
24025	8.3
24027	6.0
24029	13.9
24031	6.7
24033	9.4
24035	8.7
24037	8.6
24039	26.2
24041	10.8
24043	11.8
24045	17.7
24047	13.0
24510	24.5
25000	11.6
25001	9.8
25003	13.5
25005	11.9
25007	9.8
25009	11.5
25011	12.3
25013	16.8
25015	13.2
25017	8.3
25019	8.8
25021	6.4
25023	8.5
25025	22.4
25027	11.6
26000	17.5
26001	17.9
26003	16.3
26005	12.7
26007	18.6
26009	16.6
26011	18.7
26013	17.2
26015	11.3
26017	13.5
26019	12.2
26021	17.6
26023	18.2
26025	19.6
26027	12.9
26029	12.1
26031	18.9
26033	18.6
26035	27.0
26037	10.3
26039	17.6
26041	16.8
26043	12.0
26045	11.8
26047	13.1
26049	20.7
26051	22.1
26053	20.5
26055	13.6
26057	19.5
26059	18.4
26061	20.1
26063	14.4
26065	22.6
26067	16.6
26069	22.1
26071	15.1
26073	30.0
26075	16.2
26077	19.3
26079	18.7
26081	14.7
26083	13.5
26085	26.9
26087	12.6
26089	11.9
26091	13.2
26093	6.9
26095	21.0
26097	14.5
26099	14.1
26101	16.8
26103	18.0
26105	18.1
26107	25.6
26109	15.8
26111	13.0
26113	19.0
26115	12.1
26117	17.7
26119	18.9
26121	20.0
26123	17.9
26125	11.2
26127	20.7
26129	22.1
26131	15.7
26133	17.6
26135	19.2
26137	13.6
26139	11.4
26141	15.5
26143	21.2
26145	19.9
26147	15.7
26149	20.3
26151	17.0
26153	14.8
26155	14.5
26157	14.5
26159	21.5
26161	16.7
26163	26.1
26165	15.2
27000	11.8
27001	13.2
27003	8.6
27005	12.9
27007	20.4
27009	11.5
27011	15.0
27013	18.3
27015	8.0
27017	12.2
27019	5.4
27021	18.3
27023	10.9
27025	6.7
27027	14.8
27029	18.9
27031	10.9
27033	11.7
27035	13.4
27037	7.0
27039	7.4
27041	10.8
27043	13.6
27045	12.2
27047	12.4
27049	9.2
27051	10.4
27053	13.6
27055	9.5
27057	14.1
27059	8.8
27061	14.1
27063	11.2
27065	14.4
27067	12.7
27069	10.7
27071	14.0
27073	10.4
27075	10.5
27077	12.8
27079	9.0
27081	9.8
27083	12.1
27085	8.2
27087	24.3
27089	10.1
27091	12.5
27093	9.3
27095	13.2
27097	12.1
27099	13.7
27101	9.4
27103	10.3
27105	14.5
27107	12.5
27109	8.0
27111	11.4
27113	12.6
27115	15.9
27117	12.7
27119	14.5
27121	10.3
27123	17.7
27125	11.4
27127	10.4
27129	11.1
27131	11.2
27133	10.9
27135	12.1
27137	17.5
27139	5.8
27141	7.6
27143	11.6
27145	13.5
27147	9.6
27149	13.3
27151	10.5
27153	16.7
27155	12.4
27157	9.3
27159	18.2
27161	9.9
27163	5.9
27165	11.8
27167	9.6
27169	14.6
27171	6.9
27173	11.1
28000	22.8
28001	34.3
28003	20.5
28005	20.8
28007	26.4
28009	26.8
28011	33.4
28013	22.4
28015	20.1
28017	21.4
28019	26.6
28021	38.6
28023	23.9
28025	27.0
28027	37.3
28029	24.8
28031	26.5
28033	10.4
28035	27.9
28037	22.6
28039	18.2
28041	22.5
28043	20.2
28045	24.5
28047	20.5
28049	26.2
28051	41.0
28053	37.6
28055	40.1
28057	17.7
28059	17.3
28061	24.7
28063	37.5
28065	29.8
28067	20.1
28069	28.9
28071	23.1
28073	17.0
28075	23.0
28077	19.9
28079	27.1
28081	16.6
28083	43.2
28085	24.1
28087	24.4
28089	14.2
28091	30.8
28093	23.8
28095	19.3
28097	27.8
28099	23.7
28101	22.0
28103	39.0
28105	33.5
28107	24.3
28109	24.4
28111	21.3
28113	27.4
28115	16.6
28117	24.2
28119	37.5
28121	10.8
28123	25.1
28125	35.0
28127	24.2
28129	21.2
28131	19.3
28133	41.8
28135	35.9
28137	18.7
28139	21.5
28141	17.4
28143	30.0
28145	19.2
28147	26.1
28149	22.4
28151	37.4
28153	29.6
28155	21.5
28157	35.0
28159	23.5
28161	23.8
28163	33.2
29000	15.8
29001	25.1
29003	9.4
29005	12.5
29007	17.3
29009	18.0
29011	18.6
29013	16.8
29015	17.3
29017	17.3
29019	19.5
29021	17.8
29023	22.1
29025	14.0
29027	14.1
29029	15.5
29031	17.1
29033	13.1
29035	24.7
29037	10.3
29039	26.6
29041	14.4
29043	11.9
29045	15.4
29047	8.7
29049	12.1
29051	12.3
29053	15.7
29055	20.5
29057	19.6
29059	21.5
29061	18.4
29063	16.2
29065	20.9
29067	23.7
29069	28.1
29071	10.0
29073	14.3
29075	17.5
29077	17.5
29079	19.2
29081	17.1
29083	18.6
29085	22.7
29087	13.0
29089	16.1
29091	22.9
29093	23.9
29095	18.7
29097	16.8
29099	11.2
29101	16.4
29103	21.8
29105	17.0
29107	12.6
29109	17.1
29111	16.7
29113	13.2
29115	16.8
29117	15.6
29119	22.7
29121	17.3
29123	21.6
29125	18.2
29127	15.6
29129	16.0
29131	19.4
29133	30.8
29135	14.5
29137	15.6
29139	16.9
29141	22.0
29143	22.5
29145	16.1
29147	25.0
29149	27.2
29151	10.7
29153	24.0
29155	30.1
29157	13.4
29159	18.4
29161	18.1
29163	20.5
29165	7.3
29167	20.2
29169	13.3
29171	18.8
29173	12.0
29175	18.8
29177	12.1
29179	26.9
29181	25.9
29183	6.0
29185	24.1
29186	12.1
29187	20.6
29189	11.9
29195	18.2
29197	20.5
29199	17.1
29201	19.2
29203	28.8
29205	18.6
29207	16.6
29209	19.8
29211	16.4
29213	19.7
29215	21.9
29217	20.5
29219	12.8
29221	26.6
29223	25.7
29225	19.7
29227	15.9
29229	28.7
29510	27.2
30000	15.2
30001	17.2
30003	28.6
30005	24.2
30007	12.9
30009	12.2
30011	17.4
30013	15.3
30015	17.9
30017	14.2
30019	10.2
30021	12.2
30023	17.1
30025	8.5
30027	13.1
30029	12.3
30031	12.5
30033	20.0
30035	31.2
30037	23.5
30039	15.0
30041	18.9
30043	10.1
30045	16.2
30047	22.8
30049	10.8
30051	22.0
30053	22.2
30055	16.1
30057	12.2
30059	19.8
30061	17.7
30063	17.0
30065	17.6
30067	12.0
30069	18.3
30071	16.2
30073	19.2
30075	13.9
30077	19.7
30079	13.4
30081	15.3
30083	9.7
30085	26.9
30087	18.8
30089	18.1
30091	10.8
30093	17.2
30095	10.4
30097	11.8
30099	15.2
30101	18.4
30103	12.5
30105	15.3
30107	19.0
30109	11.8
30111	13.0
31000	12.9
31001	13.7
31003	14.1
31005	11.5
31007	12.9
31009	17.5
31011	11.1
31013	16.9
31015	13.8
31017	13.7
31019	12.0
31021	10.8
31023	9.3
31025	7.7
31027	9.8
31029	10.2
31031	15.6
31033	11.5
31035	11.3
31037	12.0
31039	9.0
31041	13.9
31043	12.9
31045	20.2
31047	13.0
31049	13.1
31051	9.8
31053	11.6
31055	14.6
31057	14.7
31059	10.0
31061	13.2
31063	12.0
31065	14.3
31067	10.3
31069	15.9
31071	14.3
31073	9.1
31075	12.1
31077	15.8
31079	14.4
31081	8.2
31083	12.8
31085	15.3
31087	16.3
31089	13.6
31091	10.4
31093	10.8
31095	11.2
31097	12.7
31099	9.1
31101	13.3
31103	21.7
31105	15.5
31107	15.2
31109	14.5
31111	12.8
31113	12.2
31115	18.3
31117	14.4
31119	15.7
31121	10.9
31123	16.4
31125	14.2
31127	12.7
31129	13.0
31131	9.9
31133	14.3
31135	11.3
31137	9.8
31139	9.9
31141	10.4
31143	8.7
31145	11.4
31147	14.4
31149	17.3
31151	11.1
31153	6.6
31155	8.2
31157	16.9
31159	8.0
31161	16.6
31163	13.8
31165	17.2
31167	9.4
31169	11.3
31171	15.2
31173	23.2
31175	12.6
31177	7.3
31179	14.4
31181	14.4
31183	15.4
31185	11.1
32000	15.8
32001	12.9
32003	16.8
32005	9.9
32007	10.7
32009	17.9
32011	9.6
32013	11.2
32015	10.4
32017	14.1
32019	12.7
32021	17.8
32023	16.5
32027	19.3
32029	8.9
32031	13.2
32033	14.1
32510	14.8
33000	9.0
33001	10.4
33003	10.9
33005	10.6
33007	14.6
33009	11.4
33011	8.4
33013	8.8
33015	6.4
33017	11.4
33019	10.8
34000	10.4
34001	13.1
34003	6.6
34005	5.7
34007	13.2
34009	11.8
34011	16.7
34013	17.2
34015	7.4
34017	16.2
34019	4.3
34021	11.1
34023	8.5
34025	6.9
34027	5.0
34029	11.3
34031	16.2
34033	11.8
34035	5.2
34037	5.8
34039	10.7
34041	7.7
35000	20.9
35001	19.7
35003	21.9
35005	22.3
35006	29.9
35007	19.5
35009	18.5
35011	22.5
35013	29.2
35015	15.2
35017	20.6
35019	25.4
35021	15.2
35023	25.8
35025	18.6
35027	17.0
35028	3.8
35029	28.1
35031	31.8
35033	23.8
35035	19.2
35037	21.9
35039	22.7
35041	24.7
35043	14.9
35045	17.8
35047	24.4
35049	16.5
35051	23.1
35053	26.8
35055	27.2
35057	27.0
35059	19.5
35061	21.3
36000	16.1
36001	13.6
36003	18.1
36005	30.3
36007	17.5
36009	18.7
36011	14.0
36013	19.8
36015	16.4
36017	16.6
36019	15.5
36021	10.4
36023	17.7
36025	17.1
36027	10.1
36029	15.3
36031	14.6
36033	20.7
36035	16.6
36037	13.0
36039	16.0
36041	10.7
36043	16.9
36045	17.4
36047	23.6
36049	12.1
36051	13.5
36053	11.9
36055	16.4
36057	19.0
36059	7.0
36061	18.4
36063	12.9
36065	17.1
36067	15.6
36069	10.7
36071	13.9
36073	14.5
36075	19.3
36077	16.4
36079	5.9
36081	16.0
36083	12.0
36085	12.5
36087	14.1
36089	18.8
36091	7.1
36093	14.1
36095	11.4
36097	14.1
36099	13.3
36101	18.1
36103	6.9
36105	17.0
36107	10.9
36109	20.0
36111	14.5
36113	13.9
36115	14.1
36117	12.8
36119	10.0
36121	11.6
36123	15.1
37000	17.8
37001	17.8
37003	18.2
37005	20.3
37007	24.9
37009	19.5
37011	20.8
37013	22.3
37015	25.1
37017	23.7
37019	18.1
37021	18.2
37023	20.7
37025	13.0
37027	20.8
37029	9.3
37031	16.7
37033	19.8
37035	14.5
37037	11.3
37039	18.0
37041	25.1
37043	22.3
37045	20.0
37047	25.9
37049	15.7
37051	19.1
37053	11.7
37055	11.1
37057	14.7
37059	11.8
37061	20.2
37063	19.5
37065	25.6
37067	18.6
37069	16.2
37071	16.6
37073	16.6
37075	22.1
37077	16.1
37079	25.8
37081	18.8
37083	26.8
37085	18.5
37087	18.6
37089	13.3
37091	28.3
37093	18.7
37095	22.5
37097	13.5
37099	20.2
37101	15.3
37103	19.0
37105	20.0
37107	25.4
37109	14.2
37111	19.5
37113	19.0
37115	21.2
37117	24.8
37119	17.1
37121	19.2
37123	27.3
37125	15.1
37127	19.7
37129	17.5
37131	25.6
37133	16.0
37135	17.0
37137	18.6
37139	21.2
37141	16.4
37143	18.6
37145	18.1
37147	24.9
37149	16.5
37151	16.2
