"Notes"	"State"	"State Code"	"County"	"County Code"	"2013 Urbanization"	"2013 Urbanization Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Blount County, AL"	"01009"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	16	773	2069.8577 (Unreliable)
	"Alabama"	"01"	"Blount County, AL"	"01009"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	11	2383	461.6030 (Unreliable)
	"Alabama"	"01"	"Bullock County, AL"	"01011"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	11	432	2546.2963 (Unreliable)
	"Alabama"	"01"	"Butler County, AL"	"01013"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	10	1694	590.3188 (Unreliable)
	"Alabama"	"01"	"Butler County, AL"	"01013"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	11	1201	915.9034 (Unreliable)
	"Alabama"	"01"	"Butler County, AL"	"01013"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	12	506	2371.5415 (Unreliable)
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	34	16943	200.6728
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	35	13529	258.7035
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	47	8798	534.2123
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	64	5517	1160.0508
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	69	1638	4212.4542
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	16	8798	181.8595 (Unreliable)
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	17	5517	308.1385 (Unreliable)
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	13	1638	793.6508 (Unreliable)
	"Alabama"	"01"	"Chambers County, AL"	"01017"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	14	1842	760.0434 (Unreliable)
	"Alabama"	"01"	"Chambers County, AL"	"01017"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	10	801	1248.4395 (Unreliable)
	"Alabama"	"01"	"Cherokee County, AL"	"01019"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	13	1317	987.0919 (Unreliable)
	"Alabama"	"01"	"Chilton County, AL"	"01021"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	12	4875	246.1538 (Unreliable)
	"Alabama"	"01"	"Chilton County, AL"	"01021"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	13	3185	408.1633 (Unreliable)
	"Alabama"	"01"	"Chilton County, AL"	"01021"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	23	1804	1274.9446
	"Alabama"	"01"	"Chilton County, AL"	"01021"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	23	527	4364.3264
	"Alabama"	"01"	"Chilton County, AL"	"01021"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	11	3185	345.3689 (Unreliable)
	"Alabama"	"01"	"Choctaw County, AL"	"01023"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	11	820	1341.4634 (Unreliable)
	"Alabama"	"01"	"Clarke County, AL"	"01025"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	13	1208	1076.1589 (Unreliable)
	"Alabama"	"01"	"Clarke County, AL"	"01025"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	14	464	3017.2414 (Unreliable)
	"Alabama"	"01"	"Clay County, AL"	"01027"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	14	797	1756.5872 (Unreliable)
	"Alabama"	"01"	"Clay County, AL"	"01027"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	18	299	6020.0669 (Unreliable)
	"Alabama"	"01"	"Coffee County, AL"	"01031"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	11	3797	289.7024 (Unreliable)
	"Alabama"	"01"	"Coffee County, AL"	"01031"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	13	2263	574.4587 (Unreliable)
	"Alabama"	"01"	"Coffee County, AL"	"01031"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	25	780	3205.1282
	"Alabama"	"01"	"Coffee County, AL"	"01031"	"Micropolitan (non-metro)"	"5"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	17	2263	751.2152 (Unreliable)
	"Alabama"	"01"	"Coffee County, AL"	"01031"	"Micropolitan (non-metro)"	"5"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	10	780	1282.0513 (Unreliable)
	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	11	8100	135.8025 (Unreliable)
	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	19	6905	275.1629 (Unreliable)
	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	21	4841	433.7947
	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	41	3180	1289.3082
	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	45	972	4629.6296
	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	10	4841	206.5689 (Unreliable)
	"Alabama"	"01"	"Conecuh County, AL"	"01035"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	10	800	1250.0000 (Unreliable)
	"Alabama"	"01"	"Covington County, AL"	"01039"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	13	3565	364.6564 (Unreliable)
	"Alabama"	"01"	"Covington County, AL"	"01039"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	16	2225	719.1011 (Unreliable)
	"Alabama"	"01"	"Covington County, AL"	"01039"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	21	894	2348.9933
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	12	11430	104.9869 (Unreliable)
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	32	9614	332.8479
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	34	6646	511.5859
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	47	4062	1157.0655
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	30	1242	2415.4589
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"Chronic lower respiratory diseases"	"J40-J47"	"55-64 years"	"55-64"	10	9614	104.0150 (Unreliable)
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	15	6646	225.6997 (Unreliable)
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	20	4062	492.3683
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	10	1242	805.1530 (Unreliable)
	"Alabama"	"01"	"Dale County, AL"	"01045"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	12	5256	228.3105 (Unreliable)
	"Alabama"	"01"	"Dale County, AL"	"01045"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	13	3739	347.6865 (Unreliable)
	"Alabama"	"01"	"Dale County, AL"	"01045"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	15	2144	699.6269 (Unreliable)
	"Alabama"	"01"	"Dale County, AL"	"01045"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	23	663	3469.0799
	"Alabama"	"01"	"Dale County, AL"	"01045"	"Micropolitan (non-metro)"	"5"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	17	3739	454.6670 (Unreliable)
	"Alabama"	"01"	"Dallas County, AL"	"01047"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	11	6598	166.7172 (Unreliable)
	"Alabama"	"01"	"Dallas County, AL"	"01047"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	19	4922	386.0219 (Unreliable)
	"Alabama"	"01"	"Dallas County, AL"	"01047"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	22	3339	658.8799
	"Alabama"	"01"	"Dallas County, AL"	"01047"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	29	1995	1453.6341
	"Alabama"	"01"	"Dallas County, AL"	"01047"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	30	681	4405.2863
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	13	7822	166.1979 (Unreliable)
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	18	5358	335.9462 (Unreliable)
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	38	3011	1262.0392
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	35	995	3517.5879
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"NonCore (non-metro)"	"6"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	10	5358	186.6368 (Unreliable)
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"NonCore (non-metro)"	"6"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	15	3011	498.1734 (Unreliable)
	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	15	8132	184.4565 (Unreliable)
	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	20	4888	409.1653
	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	24	2582	929.5120
	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	17	908	1872.2467 (Unreliable)
	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Medium Metro"	"3"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	16	2582	619.6747 (Unreliable)
	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Medium Metro"	"3"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	10	908	1101.3216 (Unreliable)
	"Alabama"	"01"	"Escambia County, AL"	"01053"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	14	3066	456.6210 (Unreliable)
	"Alabama"	"01"	"Escambia County, AL"	"01053"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	15	1752	856.1644 (Unreliable)
	"Alabama"	"01"	"Escambia County, AL"	"01053"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	20	588	3401.3605
	"Alabama"	"01"	"Escambia County, AL"	"01053"	"NonCore (non-metro)"	"6"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	12	1752	684.9315 (Unreliable)
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"35-44 years"	"35-44"	11	13982	78.6726 (Unreliable)
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	25	15028	166.3561
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	36	12919	278.6593
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	45	8452	532.4184
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	66	5840	1130.1370
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	56	1777	3151.3787
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	20	8452	236.6304
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	21	5840	359.5890
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	14	1777	787.8447 (Unreliable)
	"Alabama"	"01"	"Franklin County, AL"	"01059"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	14	1607	871.1886 (Unreliable)
	"Alabama"	"01"	"Franklin County, AL"	"01059"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	14	495	2828.2828 (Unreliable)
	"Alabama"	"01"	"Geneva County, AL"	"01061"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	13	2464	527.5974 (Unreliable)
	"Alabama"	"01"	"Geneva County, AL"	"01061"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	15	1465	1023.8908 (Unreliable)
	"Alabama"	"01"	"Geneva County, AL"	"01061"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	16	513	3118.9084 (Unreliable)
	"Alabama"	"01"	"Henry County, AL"	"01067"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	13	404	3217.8218 (Unreliable)
	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	12	13939	86.0894 (Unreliable)
	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	14	11271	124.2126 (Unreliable)
	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	24	7133	336.4643
	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	26	4306	603.8086
	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	34	1490	2281.8792
	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	16	4306	371.5745 (Unreliable)
	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	11	7008	156.9635 (Unreliable)
	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	17	4803	353.9455 (Unreliable)
	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	20	2490	803.2129
	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	17	806	2109.1811 (Unreliable)
	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	14	4803	291.4845 (Unreliable)
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	73	98352	74.2232
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	86	69968	122.9133
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	124	41848	296.3105
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	243	31660	767.5300
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	242	11487	2106.7293
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"Chronic lower respiratory diseases"	"J40-J47"	"55-64 years"	"55-64"	26	69968	37.1598
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	51	41848	121.8696
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	104	31660	328.4902
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	54	11487	470.0966
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	26	4958	524.4050
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	25	1767	1414.8274
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	10	7741	129.1823 (Unreliable)
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	22	4958	443.7273
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	15	1767	848.8964 (Unreliable)
	"Alabama"	"01"	"Lawrence County, AL"	"01079"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	10	2677	373.5525 (Unreliable)
	"Alabama"	"01"	"Lawrence County, AL"	"01079"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	20	1446	1383.1259
	"Alabama"	"01"	"Lawrence County, AL"	"01079"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	23	454	5066.0793
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	16	11070	144.5348 (Unreliable)
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	23	6448	356.6998
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	25	3493	715.7171
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	12	1147	1046.2075 (Unreliable)
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	10	6448	155.0868 (Unreliable)
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	16	3493	458.0590 (Unreliable)
	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	28	2765	1012.6582
	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	22	852	2582.1596
	"Alabama"	"01"	"Lowndes County, AL"	"01085"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	10	155	6451.6129 (Unreliable)
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	11	47286	23.2627 (Unreliable)
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	16	32199	49.6910 (Unreliable)
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	27	21256	127.0230
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	62	11742	528.0191
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	45	3677	1223.8238
