"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"State"	"State Code"	"County"	"County Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Chilton County, AL"	"01021"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Coffee County, AL"	"01031"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	12	4659	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	13	2623	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	14	1726	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	19	Not Applicable	Not Applicable	0.0037%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Dale County, AL"	"01045"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	10	2466	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Dallas County, AL"	"01047"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	12	3135	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Dallas County, AL"	"01047"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	11	1635	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Dallas County, AL"	"01047"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Medium Metro"	"3"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Escambia County, AL"	"01053"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	12	820	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"50-54 years"	"50-54"	10	7361	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"55-59 years"	"55-59"	10	7381	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"60-64 years "	"60-64"	14	6978	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"65-69 years"	"65-69"	24	5907	406.2976	0.0047%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"70-74 years"	"70-74"	11	4340	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"75-79 years"	"75-79"	23	3097	742.6542	0.0045%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"80-84 years"	"80-84"	20	2259	885.3475	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"85-89 years"	"85-89"	18	Not Applicable	Not Applicable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Geneva County, AL"	"01061"	"Small Metro"	"4"	"80-84 years"	"80-84"	10	650	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"75-79 years"	"75-79"	21	2967	707.7856	0.0041%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"80-84 years"	"80-84"	10	2106	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"85-89 years"	"85-89"	19	Not Applicable	Not Applicable	0.0037%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"90-94 years"	"90-94"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	14	3278	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	12	2517	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	10	1819	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	20	1061	1885.0141	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	11	41539	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	32	46688	68.5401	0.0063%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	44	46560	94.5017	0.0086%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	54	40044	134.8517	0.0106%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	64	29149	219.5616	0.0126%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	64	20794	307.7811	0.0126%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	71	15622	454.4873	0.0139%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	98	12648	774.8261	0.0192%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	93	Not Applicable	Not Applicable	0.0183%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	67	Not Applicable	Not Applicable	0.0132%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	23	Not Applicable	Not Applicable	0.0045%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"60-64 years "	"60-64"	10	6003	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"65-69 years"	"65-69"	13	5211	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"75-79 years"	"75-79"	11	3082	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"80-84 years"	"80-84"	14	2170	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"85-89 years"	"85-89"	20	Not Applicable	Not Applicable	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"65-69 years"	"65-69"	13	5448	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"70-74 years"	"70-74"	15	3726	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"80-84 years"	"80-84"	12	1766	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"60-64 years "	"60-64"	12	4954	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"65-69 years"	"65-69"	11	4284	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"75-79 years"	"75-79"	16	2189	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"50-54 years"	"50-54"	11	28425	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"55-59 years"	"55-59"	15	24052	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"60-64 years "	"60-64"	12	18741	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"65-69 years"	"65-69"	22	14899	147.6609	0.0043%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"70-74 years"	"70-74"	19	11258	Unreliable	0.0037%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"75-79 years"	"75-79"	23	8785	261.8099	0.0045%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"80-84 years"	"80-84"	29	6005	482.9309	0.0057%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"85-89 years"	"85-89"	25	Not Applicable	Not Applicable	0.0049%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"90-94 years"	"90-94"	20	Not Applicable	Not Applicable	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marion County, AL"	"01093"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	11	2103	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	19	6248	Unreliable	0.0037%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	11	5512	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	18	4964	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	24	3918	612.5574	0.0047%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	16	2789	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	15	1893	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"45-49 years"	"45-49"	13	26383	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"50-54 years"	"50-54"	20	29620	67.5219	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"55-59 years"	"55-59"	42	28617	146.7659	0.0082%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"60-64 years "	"60-64"	48	24381	196.8746	0.0094%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"65-69 years"	"65-69"	71	19932	356.2111	0.0139%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"70-74 years"	"70-74"	61	14254	427.9500	0.0120%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"75-79 years"	"75-79"	68	10303	660.0019	0.0134%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"80-84 years"	"80-84"	91	7028	1294.8207	0.0179%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"85-89 years"	"85-89"	90	Not Applicable	Not Applicable	0.0177%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"90-94 years"	"90-94"	49	Not Applicable	Not Applicable	0.0096%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"95-99 years"	"95-99"	26	Not Applicable	Not Applicable	0.0051%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"45-49 years"	"45-49"	11	13855	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"50-54 years"	"50-54"	10	15208	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"55-59 years"	"55-59"	10	14659	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"60-64 years "	"60-64"	12	12692	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"65-69 years"	"65-69"	18	9488	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"70-74 years"	"70-74"	23	6851	335.7174	0.0045%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"75-79 years"	"75-79"	24	5249	457.2299	0.0047%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"80-84 years"	"80-84"	25	3886	643.3350	0.0049%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"85-89 years"	"85-89"	25	Not Applicable	Not Applicable	0.0049%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"90-94 years"	"90-94"	24	Not Applicable	Not Applicable	0.0047%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"50-54 years"	"50-54"	10	8871	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"55-59 years"	"55-59"	17	8355	Unreliable	0.0033%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"60-64 years "	"60-64"	17	7303	Unreliable	0.0033%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"65-69 years"	"65-69"	23	6181	372.1081	0.0045%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"70-74 years"	"70-74"	10	4711	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"75-79 years"	"75-79"	18	3400	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"80-84 years"	"80-84"	16	2324	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"90-94 years"	"90-94"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	12	5203	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	12	4564	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	12	3381	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	18	6492	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	11	2911	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	14	Not Applicable	Not Applicable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"50-54 years"	"50-54"	10	11839	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"60-64 years "	"60-64"	18	10572	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"65-69 years"	"65-69"	13	7762	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"70-74 years"	"70-74"	15	5419	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"75-79 years"	"75-79"	12	3890	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"80-84 years"	"80-84"	14	3092	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"90-94 years"	"90-94"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Walker County, AL"	"01127"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	10	4835	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Walker County, AL"	"01127"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	16	3935	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Walker County, AL"	"01127"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	12	3020	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Walker County, AL"	"01127"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	15	2246	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Walker County, AL"	"01127"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	13	1409	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Walker County, AL"	"01127"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	19	Not Applicable	Not Applicable	0.0037%
	"Ischaemic heart diseases"	"I20-I25"	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"Medium Metro"	"3"	"50-54 years"	"50-54"	12	21154	Unreliable	0.0024%
