"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"State"	"State Code"	"County"	"County Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Small Metro"	"4"	"90-94 years"	"90-94"	19	Not Applicable	Not Applicable	0.0037%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Cherokee County, AL"	"01019"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	10	2009	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Chilton County, AL"	"01021"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	10	1756	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Coffee County, AL"	"01031"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable	0.0021%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Small Metro"	"4"	"80-84 years"	"80-84"	12	1324	Unreliable	0.0023%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Small Metro"	"4"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable	0.0021%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Small Metro"	"4"	"90-94 years"	"90-94"	11	Not Applicable	Not Applicable	0.0021%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Covington County, AL"	"01039"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	10	2316	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Covington County, AL"	"01039"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	11	1394	Unreliable	0.0021%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Covington County, AL"	"01039"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	14	1014	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Covington County, AL"	"01039"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	10	3787	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	12	1791	Unreliable	0.0023%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Dale County, AL"	"01045"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	10	1410	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	10	1351	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	13	Not Applicable	Not Applicable	0.0025%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Medium Metro"	"3"	"70-74 years"	"70-74"	14	3060	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Escambia County, AL"	"01053"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	16	1226	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Escambia County, AL"	"01053"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	10	784	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"55-59 years"	"55-59"	16	7339	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"60-64 years "	"60-64"	17	6929	Unreliable	0.0033%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"65-69 years"	"65-69"	15	6462	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"70-74 years"	"70-74"	10	4386	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"75-79 years"	"75-79"	16	3277	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"80-84 years"	"80-84"	21	2162	971.3228	0.0041%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"85-89 years"	"85-89"	20	Not Applicable	Not Applicable	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"90-94 years"	"90-94"	19	Not Applicable	Not Applicable	0.0037%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"75-79 years"	"75-79"	14	3083	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"80-84 years"	"80-84"	10	2207	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"85-89 years"	"85-89"	15	Not Applicable	Not Applicable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"90-94 years"	"90-94"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	10	3983	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	12	2692	Unreliable	0.0023%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	13	1890	Unreliable	0.0025%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	14	1071	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	18	40253	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	21	44644	47.0388	0.0041%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	35	46342	75.5254	0.0068%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	58	41606	139.4030	0.0113%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	57	32891	173.2997	0.0111%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	57	21930	259.9179	0.0111%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	56	15929	351.5600	0.0109%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	75	12031	623.3896	0.0146%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	85	Not Applicable	Not Applicable	0.0166%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	55	Not Applicable	Not Applicable	0.0107%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	21	Not Applicable	Not Applicable	0.0041%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"70-74 years"	"70-74"	10	4251	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"75-79 years"	"75-79"	13	3189	Unreliable	0.0025%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"80-84 years"	"80-84"	20	2255	886.9180	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"85-89 years"	"85-89"	17	Not Applicable	Not Applicable	0.0033%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"90-94 years"	"90-94"	15	Not Applicable	Not Applicable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"60-64 years "	"60-64"	13	7341	Unreliable	0.0025%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"65-69 years"	"65-69"	13	6205	Unreliable	0.0025%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"75-79 years"	"75-79"	13	2788	Unreliable	0.0025%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"80-84 years"	"80-84"	16	1859	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"60-64 years "	"60-64"	10	5177	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"80-84 years"	"80-84"	13	1471	Unreliable	0.0025%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"55-59 years"	"55-59"	10	26000	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"60-64 years "	"60-64"	13	20115	Unreliable	0.0025%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"65-69 years"	"65-69"	16	16506	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"70-74 years"	"70-74"	18	11788	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"75-79 years"	"75-79"	20	9248	216.2630	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"80-84 years"	"80-84"	27	6511	414.6828	0.0053%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"85-89 years"	"85-89"	31	Not Applicable	Not Applicable	0.0060%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"90-94 years"	"90-94"	20	Not Applicable	Not Applicable	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marion County, AL"	"01093"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	11	1215	Unreliable	0.0021%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	10	6557	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	11	6355	Unreliable	0.0021%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	14	5653	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	15	5275	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	16	4060	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	13	2915	Unreliable	0.0025%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	18	1961	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable	0.0021%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	11	Not Applicable	Not Applicable	0.0021%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"45-49 years"	"45-49"	17	24982	Unreliable	0.0033%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"50-54 years"	"50-54"	31	28713	107.9650	0.0060%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"55-59 years"	"55-59"	55	28912	190.2324	0.0107%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"60-64 years "	"60-64"	60	25419	236.0439	0.0117%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"65-69 years"	"65-69"	62	21504	288.3185	0.0121%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"70-74 years"	"70-74"	71	15289	464.3862	0.0139%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"75-79 years"	"75-79"	56	11019	508.2131	0.0109%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"80-84 years"	"80-84"	59	7268	811.7777	0.0115%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"85-89 years"	"85-89"	82	Not Applicable	Not Applicable	0.0160%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"90-94 years"	"90-94"	49	Not Applicable	Not Applicable	0.0096%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"95-99 years"	"95-99"	24	Not Applicable	Not Applicable	0.0047%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"60-64 years "	"60-64"	15	13321	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"65-69 years"	"65-69"	21	10483	200.3243	0.0041%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"70-74 years"	"70-74"	15	7382	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"75-79 years"	"75-79"	21	5270	398.4820	0.0041%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"80-84 years"	"80-84"	23	4005	574.2821	0.0045%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"85-89 years"	"85-89"	29	Not Applicable	Not Applicable	0.0057%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"90-94 years"	"90-94"	36	Not Applicable	Not Applicable	0.0070%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"55-59 years"	"55-59"	14	8479	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"60-64 years "	"60-64"	19	7464	Unreliable	0.0037%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"65-69 years"	"65-69"	24	6541	366.9164	0.0047%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"70-74 years"	"70-74"	22	4977	442.0334	0.0043%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"75-79 years"	"75-79"	22	3545	620.5924	0.0043%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"80-84 years"	"80-84"	27	2436	1108.3744	0.0053%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"85-89 years"	"85-89"	22	Not Applicable	Not Applicable	0.0043%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"90-94 years"	"90-94"	15	Not Applicable	Not Applicable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Randolph County, AL"	"01111"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	10	853	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	15	6081	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	12	5279	Unreliable	0.0023%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0023%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	11	12439	Unreliable	0.0021%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	12	10447	Unreliable	0.0023%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	14	4598	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	15	3009	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	20	Not Applicable	Not Applicable	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	10	4773	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"50-54 years"	"50-54"	11	11835	Unreliable	0.0021%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"55-59 years"	"55-59"	13	12210	Unreliable	0.0025%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"60-64 years "	"60-64"	16	11348	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"65-69 years"	"65-69"	17	8841	Unreliable	0.0033%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"70-74 years"	"70-74"	11	5795	Unreliable	0.0021%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Small Metro"	"4"	"75-79 years"	"75-79"	15	3975	Unreliable	0.0029%
