"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"State"	"State Code"	"County"	"County Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Escambia County, AL"	"01053"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	13	800	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Escambia County, AL"	"01053"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"55-59 years"	"55-59"	21	7366	285.0937	0.0042%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"60-64 years "	"60-64"	19	6950	Unreliable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"65-69 years"	"65-69"	10	6190	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"70-74 years"	"70-74"	12	4374	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"75-79 years"	"75-79"	16	3223	Unreliable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"80-84 years"	"80-84"	24	2189	1096.3910	0.0048%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"85-89 years"	"85-89"	23	Not Applicable	Not Applicable	0.0046%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Small Metro"	"4"	"90-94 years"	"90-94"	19	Not Applicable	Not Applicable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"70-74 years"	"70-74"	14	4041	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"75-79 years"	"75-79"	20	3067	652.1030	0.0040%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"80-84 years"	"80-84"	14	2152	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"85-89 years"	"85-89"	14	Not Applicable	Not Applicable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Houston County, AL"	"01069"	"Small Metro"	"4"	"90-94 years"	"90-94"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	14	3607	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	15	2583	Unreliable	0.0030%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	13	1050	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	13	41809	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	13	40682	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	28	45859	61.0567	0.0056%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	36	46521	77.3844	0.0072%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	61	40806	149.4878	0.0121%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	70	30989	225.8866	0.0139%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	60	21593	277.8678	0.0119%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	63	15868	397.0255	0.0125%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	85	12244	694.2176	0.0169%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	95	Not Applicable	Not Applicable	0.0189%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	62	Not Applicable	Not Applicable	0.0123%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	28	Not Applicable	Not Applicable	0.0056%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"70-74 years"	"70-74"	13	4230	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"80-84 years"	"80-84"	12	2233	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Small Metro"	"4"	"90-94 years"	"90-94"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"65-69 years"	"65-69"	17	5853	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"75-79 years"	"75-79"	10	2682	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"80-84 years"	"80-84"	14	1809	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Lee County, AL"	"01081"	"Small Metro"	"4"	"90-94 years"	"90-94"	14	Not Applicable	Not Applicable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"65-69 years"	"65-69"	11	4458	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"75-79 years"	"75-79"	17	2281	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"80-84 years"	"80-84"	12	1420	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"85-89 years"	"85-89"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Medium Metro"	"3"	"90-94 years"	"90-94"	16	Not Applicable	Not Applicable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"55-59 years"	"55-59"	15	24998	Unreliable	0.0030%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"60-64 years "	"60-64"	19	19379	Unreliable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"65-69 years"	"65-69"	20	15723	127.2022	0.0040%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"70-74 years"	"70-74"	14	11574	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"75-79 years"	"75-79"	18	9074	Unreliable	0.0036%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"80-84 years"	"80-84"	31	6278	493.7878	0.0062%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"85-89 years"	"85-89"	28	Not Applicable	Not Applicable	0.0056%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"90-94 years"	"90-94"	20	Not Applicable	Not Applicable	0.0040%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Madison County, AL"	"01089"	"Medium Metro"	"3"	"95-99 years"	"95-99"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marengo County, AL"	"01091"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marion County, AL"	"01093"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	10	1946	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marion County, AL"	"01093"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	10	687	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	17	5618	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	10	5114	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	17	3983	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	12	2866	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	11	1956	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"45-49 years"	"45-49"	18	25394	Unreliable	0.0036%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"50-54 years"	"50-54"	25	29285	85.3679	0.0050%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"55-59 years"	"55-59"	33	28927	114.0803	0.0066%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"60-64 years "	"60-64"	47	24804	189.4856	0.0094%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"65-69 years"	"65-69"	66	20749	318.0876	0.0131%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"70-74 years"	"70-74"	52	14832	350.5933	0.0104%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"75-79 years"	"75-79"	55	10724	512.8683	0.0109%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"80-84 years"	"80-84"	64	7116	899.3817	0.0127%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"85-89 years"	"85-89"	71	Not Applicable	Not Applicable	0.0141%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"90-94 years"	"90-94"	61	Not Applicable	Not Applicable	0.0121%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Medium Metro"	"3"	"95-99 years"	"95-99"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"50-54 years"	"50-54"	12	15069	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"55-59 years"	"55-59"	16	14692	Unreliable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"60-64 years "	"60-64"	15	12936	Unreliable	0.0030%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"65-69 years"	"65-69"	17	9988	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"70-74 years"	"70-74"	17	7126	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"75-79 years"	"75-79"	22	5305	414.7031	0.0044%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"80-84 years"	"80-84"	28	3913	715.5635	0.0056%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"85-89 years"	"85-89"	20	Not Applicable	Not Applicable	0.0040%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"90-94 years"	"90-94"	24	Not Applicable	Not Applicable	0.0048%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Medium Metro"	"3"	"95-99 years"	"95-99"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"50-54 years"	"50-54"	12	8963	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"55-59 years"	"55-59"	17	8370	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"60-64 years "	"60-64"	18	7380	Unreliable	0.0036%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"65-69 years"	"65-69"	16	6355	Unreliable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"70-74 years"	"70-74"	20	4875	410.2564	0.0040%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"75-79 years"	"75-79"	20	3480	574.7126	0.0040%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"80-84 years"	"80-84"	21	2371	885.7022	0.0042%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Small Metro"	"4"	"85-89 years"	"85-89"	15	Not Applicable	Not Applicable	0.0030%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Randolph County, AL"	"01111"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	10	1406	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	10	5234	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	10	3597	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	16	2386	Unreliable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	15	Not Applicable	Not Applicable	0.0030%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	12	12132	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	10	9878	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	13	6828	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	12	4415	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	11	2950	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	15	Not Applicable	Not Applicable	0.0030%
